OCCU_DESC,WK_TYPE,CJOB1_COUNT,CJOB_NAME1,CJOB2_COUNT,CJOB_NAME2,JOB_PERSON,STOP_DATE,JOB_DETAIL,CITYNAME,EXPERIENCE,WKTIME,SALARYCD,NT_L,NT_U,EDGRDESC,URL_QUERY,COMPNAME,TRANDATE,district,zipcode
餐飲迎賓員,兼職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,10,額滿為止,"1. 歡迎及接待餐廳賓客，協助安排座位並引導顧客入座，確保用餐體驗順暢。
2. 管理預約及等候名單，有效調度座位以降低顧客等待時間。
3. 處理顧客詢問與需求，提供友善且專業的服務，維持良好的第一印象。
4. 協助餐廳日常運作，協調與餐飲團隊的溝通，確保服務流程流暢。
5. 確保接待區域整潔有序，維護良好公共區域形象。
6. 協助處理來電及預約系統，妥善記錄與管理顧客資訊。
7. 配合其他部門完成相關行政工作，如座位分配紀錄、用餐人數統計等。
8. 與餐廳服務員、領班及廚房保持良好溝通，確保顧客需求得到即時回應。
9. 協助新進接待員培訓與日常指導，促進團隊協作與工作效率提升。
-----------------------------------------------------------------------------------------------------
◎工作時間及排班依公司規定
◎實際薪資依勞工需求以月薪或部分工時(200元起)彈性計薪

",新北市金山區,無,日班、輪班二班制、部份工時：時分至時分、中班,月薪,32000,36000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2620405&HIRE_ID=14497761,元盛國際興業股份有限公司金山分公司,20260706,金山區,208
早餐人員,全職,16,旅遊／餐飲／休閒,160202,中/西餐烹飪廚師,1,20260909,"1.早餐料理製作 
2.廚房清潔作業
3.其他交辦事項
 *有烹飪經驗家
意者請洽電洽預約面試",新北市金山區,無,日班,月薪,37000,-,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1131976&HIRE_ID=14513259,遠東鐵櫃鋼鐵廠股份有限公司金山海灣溫泉旅館分公司,20260709,金山區,208
,全職,20,農林漁牧相關,200301,遠洋漁業工,14,20260831,捕魚、補網 (工作時間配合漁船),新北市金山區,無,日班、夜班、中班,月薪,31400,-,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=271936&HIRE_ID=14616243,漁發12號,20260821,金山區,208
保全人員,全職,18,保全／軍警消,180101,保全人員,2,20260826,"1.車輛出入指揮
2.案場巡邏、防竊等安全維護工作
3.負責工地安全維護管理
意者請先電洽預約面試02-24341326陳小姐",新北市金山區,無,夜班,月薪,42000,-,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=87777&HIRE_ID=14476401,大中華保全股份有限公司,20260626,金山區,208
房務員,兼職,16,旅遊／餐飲／休閒,160105,房務員,10,20260906,"1. 客房清潔與維護，按照既定標準和工作程序，對客房、公共區域和廁所…等進行清潔。補充客用品，並確保設備保持清潔和修繕。
2. 及時且禮貌地完成上級指定的對客服務並滿足客人的要求。如有需求則完成貼身管家服務，包括派送布巾或處理洗衣預訂等。
3. 準確的紀錄酒店客房內的損壞或故障情況。完成區域客房報告和每日客房檢查工作單。
4. 及時向上級彙報和上交客人遺失物品、客人的回饋，以及樓層裡的反常行為和活動。準確記錄劃定區域內的房間情況。
5. 遵守酒店的健康、安全和衛生政策。保持個人儀容和衛生標準。嚴格遵守處理緊急事件的標準政策和工作程序。
6. 與上級會面並承擔每日分配的任務。按要求參加會議和培訓活動。
-----------------------------------------------------------------------------------------------------
◎工作時間及排班依公司規定
◎實際薪資依勞工需求以月薪、部分工時(200元起)或論件計酬(每房350元起)彈性計薪

",新北市金山區,無,日班、輪班二班制、部份工時：時分至時分、中班,月薪,32000,36000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2620405&HIRE_ID=14497757,元盛國際興業股份有限公司金山分公司,20260706,金山區,208
【新莊區/金山區】照顧服務員【照服員就業獎勵】,全職,17,醫療／美容／保健,170113,照顧服務員,5,20261007,"【提供新北市新莊區、金山區長照居家服務】
服務內容包含:
1.身體照顧服務：包含協助如廁、沐浴、穿換衣服、口腔清潔、進食、服藥、翻身拍背、上下床、肢體關節活動、血壓測量，協助使用日常生活輔助器具等服務。
2.家務服務：包含換洗衣物之洗濯及修補、服務對象生活起居空間之環境清潔、文書服務、備餐服務、陪同或代購生活必需用品、陪同就醫或聯絡醫療機構、簡易家務等服務。
3.需領有照顧服務員訓練證書、或有單一級照顧服務技術士證照者。
**((符合照顧服務員就業獎勵))**
【意者請先電洽預約，再行安排面試時間】
居家式-設立許可-財團法人弘道老人福利基金會附設新北市私立弘道居家式服務類長期照顧服務機構",新北市新莊區,無,日班,時薪,220,-,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2375923&HIRE_ID=14581487,財團法人弘道老人福利基金會附設新北市私立弘道居家式服務類長期照顧服務機構,20260807,金山區,208
,全職,20,農林漁牧相關,200301,遠洋漁業工,13,20260831,捕魚、補網 (工作時間配合漁船),新北市金山區,無,日班、夜班、中班,月薪,31400,-,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=823713&HIRE_ID=14616225,漁發66號,20260821,金山區,208
送貨員 (兼職亦可),全職,15,物流／運輸／資材,150104,外務及快遞人員,1,20260914,"外務及快遞人員:
工作內容:貨物運送(金山、萬里地區貨物配送)
駕駛3.5頓小貨車
*亦可兼職，時薪：200~250元
意者請先電洽:0972-187-076王先生",新北市金山區,無,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1188223&HIRE_ID=14521303,立民行,20260714,金山區,208
品管檢驗人員,全職,09,品管／製造／環衛,090105,品管檢驗人員,1,20261224,"產品檢驗
製程品質確認
儀器校正
主管交辦事項",新北市金山區,無,日班,月薪,30000,35000,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=102280&HIRE_ID=14428573,五泰實業股份有限公司,20260605,金山區,208
幼教老師,全職,14,教育／學術／研究,140102,幼教老師,1,20260913,"大中小幼幼班幼教老師
1.具合格教師證或教保員資格修。
2.幼兒教學與生活照顧
3.班級經營與課程活動規劃
4.親師溝通與班務管理
5.協助園務活動推動與執行
＊意者請先電洽:(02)2498-2423",新北市金山區,無,日班,月薪,34200,-,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2381115&HIRE_ID=14517269,財團法人天主教聖母聖心會附設新北市私立天仁幼兒園,20260713,金山區,208
護理部 門診 糖尿病個案管理師(院聘護理師),全職,17,醫療／美容／保健,170115,護理師/護士,2,20261231,"糖尿病個案管理護理師
一、臨床照護：
1.糖尿病共同照護網個案管理：提供持續性、完整性的糖尿病照護衛教及追蹤。
2.糖尿病病變篩檢門診執行：提供糖尿病相關合併症篩檢，糖尿病自我照顧行為及認知評估，控制不佳者轉介至護理個別衛教門診追蹤。
3.糖尿病護理個別衛教門診執行：教導個案、家屬有關各種糖尿病照護必要知識及正確執行自我照護的方法。
4.追蹤糖尿病照護網個案治療相關之檢查數據，評估治療效果。
5.針對臨床糖尿病治療問題與相關單位做必要之溝通、聯繫。
6.教導門診病人有關胰島素注射技巧與相關注射器的操作。
7.提供有關糖尿病照護的電話諮詢服務。
8.舉辦互動式糖尿病團體衛教。
9.連續血糖監測儀的置放及追蹤。

二、行政與文書：
1.完成照護記錄與檔案整理。
2.健保申報與申覆。
3.檢查相關報表資料建檔及分析，定期提供工作報表、每週團隊會議完成建議報告。

三、品質監控及專業發展
1.制訂年度工作計畫及品管指標並撰寫成果報告。
2.協助各項醫療評鑑及疾病品質認證業務之進行。
3.進行研究報告或業務改善方案並發表。
4.參與或舉行糖尿病照護相關會議。

四、辦理宣導活動、舉辦糖尿病繼續教育活動。

五、臨時交辦事項。",新北市金山區,3年以上,輪班二班制、輪班三班制,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1003336&HIRE_ID=14612225,國立臺灣大學醫院附設醫院金山分院,20260820,金山區,208
房務人員,全職,16,旅遊／餐飲／休閒,160105,房務員,2,20260829,"1.飯店房間的清理打掃
2.更換床單
3.清潔浴室，補充衛浴用品
4.房間的消毒
※每月另整房獎金
※具房務工作經驗佳",新北市金山區,無,日班、夜班、輪班二班制,月薪,32000,-,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2311835&HIRE_ID=14480721,鼎帥股份有限公司,20260629,金山區,208
清潔人員,兼職,19,清潔／家事／托育(保母),190102,清潔工／資源回收人員,1,20261231,"1.上工時把管理中心之垃圾及資源回收打包至垃圾場。
2.整理並打包垃圾場之垃圾，拿出來傳遞給清潔隊的垃圾車。
3.每週五打掃管理中心一次。
4. 每週三及週日休假，需配合垃圾車收垃圾的時間；春節及國定連續假日亦同。
5.整理垃圾場時間只有1-3個小時不等，越熟練越快結束工作。",新北市金山區,無,日班,部分工時(月薪),12000,12000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2513685&HIRE_ID=13028337, 亞洲台北山城社區管理委員會,20250218,金山區,208
賓客服務接待員(櫃檯),兼職,16,旅遊／餐飲／休閒,160104,櫃檯服務人員,10,20260906,"1. 接待賓客辦理入住、退房與換房手續，提供親切且高效的服務體驗。
2. 協助處理特殊來電與需求，建立跨部門協作與追蹤基礎，提升整體服務品質。
3. 熟悉前台所有作業流程與標準，於同仁遇到困難時提供即時支援與協助。
4. 主動識別貴賓、會員及常住客戶，建立良好關係並提供個性化服務。
5. 推動IHG優悅會會員招募及銷售（Upsell）目標，提升入住體驗與業績表現。
6. 熟悉並正確執行訂房、查詢、表單填寫、房況查核與留言處理流程。
7. 維護前台整潔與秩序，確保公共空間與接待區符合品牌標準。
8. 與房務部、訂房部等單位密切溝通，確保房況資訊正確並即時更新。
9. 熟知促銷專案與忠誠會員方案，主動提供資訊協助賓客選擇。
10. 遵守外幣兌換規範並協助執行財務相關作業。
-----------------------------------------------------------------------------------------------------
◎工作時間及排班依公司規定
◎實際薪資依勞工需求以月薪或部分工時(200元起)彈性計薪

",新北市金山區,無,日班、輪班二班制、部份工時：時分至時分、中班,月薪,32000,36000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2620405&HIRE_ID=14497753,元盛國際興業股份有限公司金山分公司,20260706,金山區,208
總務室 助理管理師,全職,17,醫療／美容／保健,170190,其他醫院從業人員,1,20261231,"1.公務車輛派遣、調度。
2.公務車輛及司機管理。
3.救護車、公務車、清潔保全委外合約管理。
4.總務庶務、布服管理工作。
5.長照暨醫療大樓工程行政助理。
6.其他交辦事項。",新北市金山區,無,日班,月薪,30395,30395,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1003336&HIRE_ID=14612209,國立臺灣大學醫院附設醫院金山分院,20260820,金山區,208
居家督導員,全職,17,醫療／美容／保健,170130,居家服務督導員,2,20260917,"● 召募、訓練照顧服務員、並確實管理督導其工作狀況及工作績效
● 訂定照顧服務員工作時間、內容、守則、流程與作業標準、指導、改善
● 規劃辦理教育訓練(照顧服務員培訓/職前/在職訓練)
● 開案及照顧服務員工作分配及調度
● 關懷電訪、居家訪視
● 擬訂並執行照顧服務品質監測
● 需管理人數 11~20人、需出差、需外派
● 科系所要求: 社會工作、醫學、護理、職能治療、物理治療、營養、藥學、公共衛生、老人照顧等相關系、所、學位學程、科畢業

居家服務督導員應具下列資格之一：
一、領有社會工作師證照。
二、專科以上學校社會工作、醫學、護理、職能治療、物理治療、營養、藥學、公共衛生、老人照顧等相關系、所、學位學程、科畢業。
三、專科以上學校，非屬社會工作、醫學、護理、職能治療、物理治療、營養、藥學、公共衛生、老人照顧相關系、所、學位學程、科畢業，具專門職業及技術人員高等考試社會工作師考試應考資格，且具一年以上老人、身心障礙者福利或照顧服務相關工作經驗。
四、高中（職）學校護理、老人照顧等相關科、組畢業，且具三年以上老人、身心障礙者福利或照顧服務相關工作經驗。
五、曾專職或專任照顧服務員滿五年以上。
六、領有居家服務督導員職前訓練結業證明書。
",新北市金山區,無,日班,月薪,38000,42000,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2553343&HIRE_ID=14531489,福善有限公司附設新北市私立福善居家長照機構,20260717,金山區,208
綜合事務室 資安專職人員 助理技術師,全職,17,醫療／美容／保健,170190,其他醫院從業人員,1,20261231,"1.電腦相關設備安裝、維修與故障排除。
2.資訊系統伺服器軟/硬體管理與維護。
3.規劃管理與維護全院使用者端資訊作業環境(設備種類繁多：PC、NB、Tablet、
Printer、Scanner、Reader…)，以及醫療系統相關諮詢服務與問題排除。
4.資訊設備/系統服務購買建置與維護管理，資訊相關費用核銷作業。
5.資訊安全（技術面）業務。
6.處理院內資訊安全問題、資安事件通報。
7.資訊維修專線接聽，必要時需配合非上班時段到院處理。
8.其他臨時交辦事項。
(合格者擇優通知面試)",新北市金山區,無,日班,月薪,38355,38355,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1003336&HIRE_ID=14617749,國立臺灣大學醫院附設醫院金山分院,20260824,金山區,208
深耕計畫 秘書室 專任研究助理,全職,17,醫療／美容／保健,170190,其他醫院從業人員,2,20261231,"1.「健康台灣深耕計畫」相關業務，包含公文處理、經費控管、收支憑證審核等。
2.「健康台灣深耕計畫」相關行政事務。
3.其他臨時交辦事項。
4.僱用期限：定期契約(自報到日起至115年12月31日止)。",新北市金山區,無,日班,月薪,36300,36300,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1003336&HIRE_ID=14615583,國立臺灣大學醫院附設醫院金山分院,20260821,金山區,208
綜合事務室 助理員/助理管理師,全職,17,醫療／美容／保健,170190,其他醫院從業人員,1,20261231,"1. 協助櫃台輪班，辦理門診、住院及急診櫃台值勤相關業務 含掛號、住院登記、收費、轉院、慢性處方箋讀卡
2. 總機、 病歷室 業務。
3. 主管交辦事項

註：須配合醫療業務輪值三班。
三班時間-約 早班 07:30 16:00 ，中班 15:30 24:00 ，夜班 23:30 08:00)",新北市金山區,無,輪班三班制,月薪,30260,30395,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1003336&HIRE_ID=14614625,國立臺灣大學醫院附設醫院金山分院,20260821,金山區,208
